@timestamp,@message
2026-01-20 22:03:13.624,Hello from Docker!
2026-01-20 22:03:13.624,This message shows that your installation appears to be working correctly.
2026-01-20 22:03:13.624,"To generate this message, Docker took the following steps:"
2026-01-20 22:03:13.624, 1. The Docker client contacted the Docker daemon.
2026-01-20 22:03:13.624," 2. The Docker daemon pulled the ""hello-world"" image from the Docker Hub."
2026-01-20 22:03:13.624,    (amd64)
2026-01-20 22:03:13.624, 3. The Docker daemon created a new container from that image which runs the
2026-01-20 22:03:13.624,    executable that produces the output you are currently reading.
2026-01-20 22:03:13.624," 4. The Docker daemon streamed that output to the Docker client, which sent it"
2026-01-20 22:03:13.624,    to your terminal.
2026-01-20 22:03:13.624,"To try something more ambitious, you can run an Ubuntu container with:"
2026-01-20 22:03:13.624, $ docker run -it ubuntu bash
2026-01-20 22:03:13.624,"Share images, automate workflows, and more with a free Docker ID:"
2026-01-20 22:03:13.624, https://hub.docker.com/
2026-01-20 22:03:13.624,"For more examples and ideas, visit:"
2026-01-20 22:03:13.624, https://docs.docker.com/get-started/
2026-01-20 22:02:08.867,file:///app/node_modules/openid-client/build/index.js:89
2026-01-20 22:02:08.867,"    const err = new TypeError(message, { cause });"
2026-01-20 22:02:08.867,                ^
2026-01-20 22:02:08.867,"TypeError: ""clientId"" must be a non-empty string"
2026-01-20 22:02:08.867,    at CodedTypeError (file:///app/node_modules/openid-client/build/index.js:89:17)
2026-01-20 22:02:08.867,    at new Configuration (file:///app/node_modules/openid-client/build/index.js:463:19)
2026-01-20 22:02:08.867,    at Module.discovery (file:///app/node_modules/openid-client/build/index.js:244:22)
2026-01-20 22:02:08.867,    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2026-01-20 22:02:08.867,    at async memoize.maxAge (file:///app/dist/index.js:29447:12)
2026-01-20 22:02:08.867,    at async setupReplitAuth (file:///app/dist/index.js:29592:18)
2026-01-20 22:02:08.867,    at async setupAuth (file:///app/dist/index.js:29829:3)
2026-01-20 22:02:08.867,    at async file:///app/dist/index.js:41751:3 {
2026-01-20 22:02:08.867,"  code: 'ERR_INVALID_ARG_TYPE',"
2026-01-20 22:02:08.867,  [cause]: undefined
2026-01-20 22:02:08.867,}
2026-01-20 22:02:08.867,Node.js v20.18.1
2026-01-20 22:02:08.733,"10:02:08 PM [app] INFO: Cron job bootstrap completed {""service"":""cron-bootstrap"",""created"":0,""skipped"":7,""errors"":0,""total"":7}"
2026-01-20 22:02:08.733,"10:02:08 PM [startup] INFO: Default cron jobs bootstrapped {""service"":""sirius""}"
2026-01-20 22:02:08.699,"10:02:08 PM [startup] INFO: Flood configs loaded from variables {""service"":""sirius""}"
2026-01-20 22:02:08.699,"10:02:08 PM [log-notifier] INFO: Log notifier initialized {""service"":""sirius""}"
2026-01-20 22:02:08.699,"10:02:08 PM [app] INFO: Bootstrapping default cron jobs {""service"":""cron-bootstrap""}"
2026-01-20 22:02:08.693,"10:02:08 PM [app] INFO: Registered cron job: delete-expired-hfe {""service"":""cron-registry""}"
2026-01-20 22:02:08.693,"10:02:08 PM [app] INFO: Registered cron job: sweep-expired-ban-elig {""service"":""cron-registry""}"
2026-01-20 22:02:08.693,"10:02:08 PM [app] INFO: Registered cron job: sync-ban-active-status {""service"":""cron-registry""}"
2026-01-20 22:02:08.693,"10:02:08 PM [startup] INFO: Cron job handlers registered {""service"":""sirius""}"
2026-01-20 22:02:08.693,"10:02:08 PM [app] INFO: Registered flood event: bookmark {""service"":""flood-registry"",""threshold"":1000,""windowSeconds"":360}"
2026-01-20 22:02:08.693,"10:02:08 PM [startup] INFO: Flood events registered {""service"":""sirius""}"
2026-01-20 22:02:08.692,"10:02:08 PM [startup] INFO: Component permissions synced {""service"":""sirius""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugin registered: dispatch_ban {""service"":""dispatch-elig-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugin registered: dispatch_dnc {""service"":""dispatch-elig-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugin registered: dispatch_hfe {""service"":""dispatch-elig-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugin registered: dispatch_skill {""service"":""dispatch-elig-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugin registered: dispatch_status {""service"":""dispatch-elig-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Dispatch eligibility plugins registered {""service"":""dispatch-elig-plugins"",""plugins"":[""dispatch_ban"",""dispatch_dnc"",""dispatch_hfe"",""dispatch_skill"",""dispatch_status""]}"
2026-01-20 22:02:08.692,"10:02:08 PM [startup] INFO: Dispatch eligibility system initialized {""service"":""sirius""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Worker ban notifications initialized {""service"":""worker-ban-notifications""}"
2026-01-20 22:02:08.692,"10:02:08 PM [startup] INFO: Worker ban notifications initialized {""service"":""sirius""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Registered cron job: delete-expired-reports {""service"":""cron-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Registered cron job: delete-old-cron-logs {""service"":""cron-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Registered cron job: process-wmb-batch {""service"":""cron-registry""}"
2026-01-20 22:02:08.692,"10:02:08 PM [app] INFO: Registered cron job: delete-expired-flood-events {""service"":""cron-registry""}"
2026-01-20 22:02:08.689,"10:02:08 PM [startup] INFO: Component cache initialized {""service"":""sirius""}"
2026-01-20 22:02:08.677,"10:02:08 PM [startup] INFO: Address validation service initialized {""service"":""sirius""}"
2026-01-20 22:02:08.556,"10:02:08 PM [startup] INFO: Access control system initialized {""service"":""sirius""}"
2026-01-20 22:02:08.555,"10:02:08 PM [startup] INFO: Permission system initialized with core permissions {""service"":""sirius""}"
2026-01-20 22:02:08.492,"10:02:08 PM [app] INFO: Registered eligibility plugin: work-status {""service"":""eligibility-plugin-registry""}"
2026-01-20 22:02:08.492,"10:02:08 PM [app] INFO: Registered eligibility plugin: manual {""service"":""eligibility-plugin-registry""}"
2026-01-20 22:02:08.483,"10:02:08 PM [app] INFO: Registered charge plugin: btu-steward-attendance {""service"":""charge-plugin-registry"",""triggers"":[""participant_saved""],""requiredComponent"":""sitespecific.btu""}"
2026-01-20 22:02:08.482,"10:02:08 PM [app] INFO: Registered charge plugin: payment-simple-allocation {""service"":""charge-plugin-registry"",""triggers"":[""payment_saved""]}"
2026-01-20 22:02:08.481,"10:02:08 PM [app] INFO: Registered charge plugin: gbhet-legal-benefit {""service"":""charge-plugin-registry"",""triggers"":[""wmb_saved""],""requiredComponent"":""sitespecific.gbhet.legal""}"
2026-01-20 22:02:05.339,> rest-express@1.0.0 start
2026-01-20 22:02:05.339,> NODE_ENV=production node dist/index.js
2026-01-20 22:02:05.268,npm warn config production Use `--omit=dev` instead.
2026-01-20 22:02:04.866,npm notice
2026-01-20 22:02:04.866,npm notice New major version of npm available! 10.8.2 -> 11.7.0
2026-01-20 22:02:04.866,npm notice Changelog: https://github.com/npm/cli/releases/tag/v11.7.0
2026-01-20 22:02:04.866,npm notice To update run: npm install -g npm@11.7.0
2026-01-20 22:02:04.866,npm notice
2026-01-20 22:02:04.848,[✓] Changes applied
